run_id,config_id,skip_step,skip_reason,matching_signature_id,matching_signature_type,matching_signature_cond,signature_conf_at_skip,signature_n_fail,signature_n_counter,is_subsumed_product,ground_truth_feasible
PA-DSE_phago+Full_matmul_B120_sNone_1873963,279,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,183,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,135,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,87,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,333,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,326,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,285,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,237,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,141,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,93,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,230,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,182,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,134,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,86,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,332,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,284,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,188,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,140,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,92,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,339,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,291,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,243,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,195,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,147,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,99,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,351,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,303,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,255,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,207,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,159,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,111,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,363,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,315,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,267,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,219,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,171,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,123,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
PA-DSE_phago+Full_matmul_B120_sNone_1873963,338,66,rpe_signature,31376,timeout,"{""pipeline"": ""True""}",0.8000,8,0,False,
